words,0,1,2,3,4
car,0.0,0.940366972477064,0.0,0.0,0.0
take,0.0,0.0,0.0,0.0,0.0
evaporation,0.0,0.0,0.0,5.0,0.0
notation,0.0,0.0,3.0528284244974286,0.0,0.0
decay,0.0,0.0,1.804581580177653,0.0,0.0
journey,0.0,0.2905198776758405,0.0,0.0,0.0
sound,0.0,0.0,0.0,0.0,2.0856514426187083
group,0.0,0.0,0.0,0.0,1.1010480010350625
effective,0.0,0.0,0.0,0.0,0.0
division,0.0,0.0,0.0,0.975141242937853,0.0
pour,0.0,0.0,0.0,2.9163841807909607,0.0
ripple,0.0,0.0,0.0,0.0,0.5861042825721305
van,0.0,0.59887869520897,0.0,0.0,0.0
generator,0.0,2.4592252803261974,0.0,0.0,0.0
upper,0.0,0.0,0.0,0.8124293785310734,0.0
matter,0.0,0.0,0.0,3.212429378531074,0.0
swing,0.0,1.0461264016309886,0.0,0.0,0.0
approximate,0.0,0.0,0.0,0.0,0.0
fix,0.0,0.0,0.0,0.824623352165725,0.12927502479837835
enclose,0.0,0.0,0.0,2.0983050847457623,0.0
solution,0.0,0.0,0.0,1.294915254237288,0.0
example,0.0,3.242864424057084,0.0,0.0,0.0
unchanged,0.0,1.4156472986748214,0.0,0.0,0.0
put,0.0,0.0,0.0,0.0,0.0
level,0.0,0.0,0.0,0.6259887005649716,0.0
experiment,0.0,0.8448012232415902,0.0,0.0,0.0
moon,0.0,1.8170234454638121,0.0,0.0,0.0
show,0.0,0.0,0.0,0.0,0.0
activity,0.0,0.0,0.35998129967274406,0.0,0.0
becomes,0.0,0.0,0.0,0.0,0.0
neither,0.0,0.0,0.0,0.0,0.0
rapidly,0.0,0.0,0.0,1.0779661016949151,0.0
frequently,0.0,0.0,0.0,0.126553672316384,0.0
none,0.0,0.0,0.0,0.0,0.0
vibrate,0.0,0.0,0.0,0.0,1.1553887954457236
something,0.0,0.0,0.0,0.0,0.0
radio,0.0,0.0,0.0,0.0,1.8657006080993654
read,0.0,1.2678389398572885,0.0,0.0,0.0
pool,0.0,0.0,0.0,1.8621468926553675,0.0
minimum,0.0,0.0,0.0,0.37401129943502803,0.0
frequency,0.0,0.0,0.0,0.0,2.3806443265622974
window,0.0,0.0,0.0,0.0,0.0
way,0.0,0.411569826707441,0.0,0.0,0.0
proton,0.0,0.0,3.9679756895745677,0.0,0.0
space,0.0,0.0,0.0,1.5740112994350286,0.0
person,0.0,0.0,0.0,0.0,0.143614956656747
safety,0.0,0.0,0.321411874707807,0.0,0.0
heater,0.0,0.0,0.0,1.0415254237288134,1.1198085133911242
repeat,0.0,0.0,0.594904160822814,0.0,0.0
uranium,0.0,0.0,3.4244974287050023,0.0,0.0
puddle,0.0,0.0,0.0,2.398870056497175,0.0
road,0.0,0.32301223241590205,0.0,0.0,0.0
weight,0.0,2.0453459480122325,0.0,0.00699152542372875,0.0
begin,0.0,0.2021215596330275,0.0,0.5690677966101695,0.0
equation,0.0,0.7677115188583079,0.5186418887330527,0.0,0.0
ultraviolet,0.0,0.0,0.0,0.0,3.7314012161987313
band,0.0,0.327471967380224,0.0,0.0,0.0
mass,0.0,1.516309887869521,0.0,0.07293271700051358,0.0
gravitational,0.0,3.4352701325178385,0.0,0.0,0.0
vibration,0.0,0.0,0.0,0.0,2.3845258118773445
hit,0.0,0.0,0.0,0.0022598870056495003,0.0
spectrum,0.0,0.0,0.0,0.0,3.2539785224479227
reach,0.0,0.0,0.0,0.0,0.4437831543537325
suggest,0.0,0.0,0.0,1.0022598870056496,0.0
fast,0.0,0.0,0.0,0.0,0.0
come,0.0,0.064984709480122,0.0,0.0,0.0
hole,0.0,0.0,0.0,1.1864406779661014,0.0
wind,0.0,1.7787971457696226,0.0,0.0,0.0
around,0.0,0.0,0.0,0.0,0.0
may,0.0,0.0,0.0,0.0,0.0
direct,0.0,0.0,0.0,0.0,1.1709147367059125
steam,0.0,0.224260958205912,0.0,0.0,0.0
pivot,0.0,2.8338430173292557,0.0,0.0,0.0
throughout,0.0,0.0,0.0,0.0,0.0
acceleration,0.0,2.90519877675841,0.0,0.0,0.0
exert,0.0,0.0,0.0,1.8067796610169489,0.0
isotope,0.0,0.0,5.0,0.0,0.0
controller,0.0,0.0,0.0,0.0,0.9949540690904385
investigation,0.0,0.0,0.0,0.0,0.0
people,0.0,0.0,0.0,0.0,0.0
dissipate,0.0,2.1253822629969417,0.0,0.0,0.0
ear,0.0,0.0,0.0,0.0,1.628930003881485
product,0.0,0.0,0.0,0.0,0.0
keep,0.0,0.0,0.0,0.0,0.0
see,0.0,0.0,0.0,0.0,0.0
regular,0.0,0.653669724770642,0.0,0.0,0.0
form,0.0,0.0,0.3583742402992052,0.0,0.6158623366541595
compress,0.0,0.0,0.0,2.7593220338983055,0.0
arrow,0.0,0.0,0.0,0.0,1.5500064691421913
flask,0.0,0.0,0.0,2.2903954802259885,0.0
decelerate,0.0,1.7864424057084605,0.0,0.0,0.0
generate,0.0,2.952344546381243,0.0,0.0,0.0
base,0.0,0.0,0.0,0.8169491525423724,0.0
know,0.0,0.0,0.0,0.0,0.0
separation,0.0,0.0,0.0,0.989830508474576,0.0
gain,0.0,1.6526503567787971,0.0,0.0,0.0
card,0.0,0.3886340468909275,0.0,0.0,0.0
dispersion,0.0,0.0,0.0,0.0,3.2526846940095746
top,0.0,0.0,0.0,0.0,0.0
uniform,0.0,0.57466870540265,0.0,0.0,0.0
coal,0.0,2.2171253822629966,0.0,0.0,0.0
rate,0.0,0.0,0.8536519581400366,0.028683181225554074,0.0
astronaut,0.0,1.215596330275229,0.0,0.0,0.0
give,0.0,0.0,0.0,0.0,0.0
solid,0.0,0.5026758409785932,0.0,0.3254237288135592,0.0
attach,0.0,0.0,0.0,0.917514124293785,0.0
oxygen,0.0,0.0,0.0,3.257627118644068,0.0
towards,0.0,0.0,0.0,0.0,0.0
diffract,0.0,0.0,0.0,0.0,2.780437314012162
react,0.0,0.0,0.0,2.707344632768362,0.0
gradually,0.0,0.0,0.0,1.545762711864407,0.0
fill,0.0,0.0,0.0,0.0,0.0
hydroelectric,0.0,2.4872579001019366,0.0,0.0,0.0
rather,0.0,0.0,0.0,0.0,0.0
sensor,0.0,0.0,0.0,0.0,3.1608228748867893
bread,0.0,0.0,0.0,1.1480225988700559,0.0
bench,0.0,0.0,0.0,0.3694915254237285,0.0
piston,0.0,0.0,0.0,1.510734463276836,0.0
constant,0.0,0.3536357458375806,0.0,0.7764218455743879,0.0
capacity,0.0,0.0,0.0,1.3242937853107346,0.0
rice,0.0,1.6755861365953106,0.0,0.0,0.0
particular,0.0,0.0,0.9420289855072466,0.0,0.0
section,0.0,0.471457696228338,0.0,0.0,0.0
white,0.0,0.0,0.0,0.0,1.4633199637728034
melting,0.0,0.0,0.0,2.380790960451977,0.0
refraction,0.0,0.0,0.0,0.0,3.5321516366929737
extension,0.0,0.951834862385321,0.0,0.0,0.0
require,0.0,0.0,0.0,1.7999999999999998,0.0
visible,0.0,0.0,0.0,0.0,2.3884072971923915
thermal,0.0,0.0,0.0,3.3129943502824863,0.0
child,0.0,0.9352701325178385,0.0,0.0,0.0
volume,0.0,0.0,0.0,2.1954802259887005,0.0
container,0.0,0.0,0.0,3.342372881355933,0.0
investigate,0.0,0.0,0.12388966806919101,0.0,0.0
cylinder,0.0,1.170291086193227,0.0,1.0163214061519146,0.0
run,0.0,1.0053516819571864,0.0,0.0,0.0
min,0.0,0.0,0.0,0.0,0.0
want,0.0,0.0,0.0,1.167231638418079,0.0
lower,0.0,0.0,0.0,0.1634651600753295,0.0
station,0.0,0.897043832823649,0.0,0.0,0.0
along,0.0,0.0,0.0,0.0,0.0
friction,0.0,3.7003058103975532,0.0,0.0,0.0
detector,0.0,0.0,0.874240299205236,0.0,0.0
background,0.0,0.0,0.522440392706872,0.0,0.0
word,0.0,0.017414203194019668,0.0,0.0,0.5248630698236079
object,0.0,1.9779652686762776,0.0,0.14525423728813558,0.01404728018778993
surrounding,0.0,0.0,0.0,0.556497175141243,0.8086427739681714
laboratory,0.0,0.0,1.222533894343151,0.0,0.0
rise,0.0,0.0,0.11186107215209593,0.2770715630885121,0.0
eye,0.0,0.0,0.0,0.11610169491525417,0.9645491007892353
ski,0.0,0.705912334352701,0.0,0.0,0.0
identify,0.0,0.0,0.6276297335203365,0.0,0.0
escape,0.0,0.0,0.0,0.22542372881355915,0.0
warm,0.0,0.0,0.0,0.95,0.18048906714969576
well,0.0,0.0,0.0,0.0,0.0
critical,0.0,0.0,0.0,0.0,0.4955362918876955
radiation,0.0,0.0,0.677218994189541,0.14963680387409203,0.17882557344324707
liquid,0.0,0.0,0.0,3.427118644067797,0.0
cool,0.0,0.0,0.0,0.6834745762711865,0.034852503558028124
cotton,0.0,0.0,0.0,2.2214689265536727,0.0
edge,0.0,0.0,0.0,0.0,0.2367706042178805
smoke,0.0,0.0,0.0,2.267796610169491,0.0
risk,0.0,0.0,0.0,0.0,0.0
mean,0.0,0.0,0.0,0.0881355932203385,0.0
dimension,0.0,4.271151885830784,0.0,0.0,0.0
wash,0.0,0.0,0.08999532491818601,0.0,0.0
describe,0.0,0.0,0.0,0.0,0.0
intruder,0.0,0.0,0.0,0.0,0.037521024712123
remote,0.0,0.0,0.0,0.0,1.848880838400828
scale,0.0,0.0,0.0,1.428248587570622,0.0
receive,0.0,0.0,0.0,0.0,1.2938284383490744
image,0.0,0.0,0.0,0.0,2.3470047871652215
several,0.0,0.0,0.0,0.0,0.0
expand,0.0,0.0,0.0,2.9163841807909607,0.0
nucleon,0.0,0.0,4.191210846189808,0.0,0.0
explain,0.0,0.0,0.0,2.4000000000000004,0.0
move,0.0,0.0,0.0,0.0,0.0
block,0.0,0.22357076112810054,0.0,0.08154425612052717,0.129544572389701
sometimes,0.0,0.0,0.0,0.0,0.0
nuclide,0.0,0.0,3.8475923328658252,0.0,0.0
molecule,0.0,0.0,0.0,3.7638947740112996,0.016263827791434843
gap,0.0,0.0,0.0,0.16204417051874656,0.017113821616344543
pack,0.0,0.0,0.0,1.3175141242937856,0.0
hill,0.0,0.0,0.0,0.0,0.049165480657264504
must,0.0,0.0,0.0,0.0,0.0
boil,0.0,0.0058932212028542505,0.0,1.0320621468926552,0.0
previous,0.0,0.0,1.3277232351566153,0.0,0.0
tube,0.0,0.0,0.0,1.5853107344632769,0.0
prism,0.0,0.0,0.0,0.0,1.9083969465648851
distance,0.0,0.0,0.0,0.2186440677966099,0.350304049683012
yellow,0.0,0.0,0.0,0.0,2.39099495406909
two,0.0,0.0,0.0,0.0,0.0
reflection,0.0,0.0,0.0,0.0,2.16586880579635
element,0.0,0.0,3.269050958391772,0.0,0.0
stone,0.0,3.462028542303771,0.0,0.0,0.0
load,0.0,0.8154943934760445,0.0,0.0,0.0
river,0.0,0.284148827726809,0.0,0.0,0.0
microscope,0.0,0.0,0.0,3.1661016949152545,0.0
security,0.0,0.0,0.0,0.0,1.839824039332384
powder,0.0,0.0,0.309724170172978,0.0,0.0
overcome,0.0,0.091743119266055,0.0,0.0,0.0
contract,0.0,0.0,0.0,0.0271186440677965,0.0
also,0.0,0.0,0.0,0.0,0.0
alarm,0.0,0.0,0.0,0.0,2.4893259153836196
man,0.0,0.5733944954128435,0.0,0.0,0.0
cold,0.0,0.0,0.0,1.9423728813559324,0.0
record,0.0,0.0,0.0,0.0357815442561205,0.0
rule,0.0,0.7683486238532106,0.0,0.0,0.0
fit,0.0,0.0,0.0,1.0734463276836155,0.0
transfer,0.0,0.0,0.0,1.4474576271186441,0.0
zig,0.0,0.0,0.0,0.6463276836158189,0.0
hot,0.0,0.0,0.0,1.2564971751412428,0.0
collide,0.0,0.0,0.0,1.7209039548022596,0.0
enter,0.0,0.0,0.0,0.0,1.1489196532539785
spacer,0.0,0.0,0.0,1.0203389830508476,0.0
less,0.0,0.0,0.0,0.0,0.0
reliably,0.0,0.6906218144750249,0.0,0.0,0.0
minute,0.0,0.0,0.0,0.0,0.0
renewable,0.0,2.480886850152905,0.0,0.0,0.0
wave,0.0,0.011463857598162553,0.0,0.0,2.768236020511275
newton,0.0,2.1292048929663605,0.0,0.0,0.0
get,0.0,0.0,0.0,0.0,0.0
follow,0.0,0.0,0.0,0.647457627118644,0.0
temperature,0.0,0.0,0.0,2.1449325492909024,0.014562171096928875
low,0.0,0.0,0.0,0.0171751412429378,0.0
agree,0.0,0.0,0.0,0.471186440677966,0.0
radium,0.0,0.0,3.2035998129967274,0.0,0.0
chlorine,0.0,0.0,0.49438990182328146,0.0,0.0
cooling,0.0,0.0,0.0,2.8203389830508474,0.0
order,0.0,0.0,0.0,0.0,1.80359684305861
picture,0.0,0.0,0.0,0.0,2.323715875274938
side,0.0,0.0,0.0,0.0,0.0
least,0.0,0.0,0.0,0.0,0.0
tide,0.0,1.2754841997961264,0.0,0.0,0.0
approximately,0.0,0.0,0.0,0.0,0.0
due,0.0,0.0,0.0,0.0,0.0
together,0.0,0.0,0.0,0.0,0.0
day,0.0,0.0,0.0,0.0293785310734463,0.0
transmit,0.0,0.0,0.0,0.0,2.1555181782895585
whether,0.0,0.0,0.0,0.0,0.0
deep,0.0,0.0,0.0,0.0,1.231724673308319
lose,0.0,0.0,0.0,0.6915254237288135,0.0
barrier,0.0,0.0,0.0,0.0,1.6625695432785608
mark,0.0,0.0,0.0,0.0,0.11701060939319438
affect,0.0,0.0,0.10723468910705926,0.795056497175141,0.0
distant,0.0,0.75815494393476,0.0,0.0,0.0
po,0.0,0.0,0.7059373539036929,0.0,0.0
balance,0.0,2.2884811416921504,0.0,0.0,0.0
lid,0.0,0.0,0.0,1.8214689265536723,0.0
sunny,0.0,0.0,0.0,1.335593220338983,0.0
shallow,0.0,0.0,0.0,0.0,0.3933238452581185
resultant,0.0,1.9737512742099894,0.0,0.0,0.0
quieter,0.0,0.0,0.0,0.0,1.542243498512097
source,0.0,0.1364528992024944,0.0,0.0,0.0
motion,0.0,0.0,0.0,2.4937853107344634,0.0
away,0.0,0.0,0.0,0.0,0.0
microwave,0.0,0.0,0.0,0.0,2.393582610945788
area,0.0,0.0,0.0,1.536723163841808,0.0
front,0.0,0.0,0.0,0.0,0.0
depth,0.0,0.0,0.0,0.6625706214689266,0.7958662181394744
electromagnetic,0.0,0.0,0.0,0.0,3.75
sounder,0.0,0.0,0.0,0.0,0.641738905421141
lens,0.0,0.0,0.0,0.0,1.956268598783801
random,0.0,0.0,0.0,1.31864406779661,0.0
train,0.0,0.63710499490316,0.0,0.0,0.0
airport,0.0,0.0,0.0,0.0,1.079052917583128
dense,0.0,0.0,0.0,1.6124293785310733,0.0
dot,0.0,0.0,0.0,0.7435028248587571,0.0
factory,0.0,2.2082059123343525,0.0,0.0,0.0
always,0.0,0.0,0.0,0.0,0.0
wax,0.0,0.0,0.0,1.9683615819209035,0.0
echo,0.0,0.0,0.0,0.0,1.6768016561004004
useful,0.0,1.4806320081549433,0.0,0.0,0.0
atomic,0.0,0.0,2.350397381954184,0.0,0.0
conduction,0.0,0.0,0.0,3.4214689265536724,0.0
emerge,0.0,0.0,0.0,0.0,0.0
surface,0.0,0.7817278287461773,0.0,0.9733656174334141,0.0
pulse,0.0,0.0,0.0,0.0,1.5150731013067664
every,0.0,0.0,0.0,0.0,0.0
determine,0.0,2.107543323139653,0.0,0.0,0.0
unstretched,0.0,0.6294597349643221,0.0,0.0,0.0
cup,0.0,0.0,0.0,2.157062146892655,0.0
grain,0.0,0.0,0.0,2.4542372881355936,0.0
average,0.0,0.2692405708460754,0.0,0.0,0.0
stream,0.0,0.0,0.0,0.0,0.0
part,0.0,0.0,0.0,0.0,0.0
li,0.0,0.0,0.46283309957924246,0.0,0.0
jug,0.0,0.0,0.0,1.6203389830508474,0.0
walk,0.0,0.3899082568807335,0.0,0.0,0.0
ignore,0.0,0.4294087665647295,0.0,0.0,0.0
race,0.0,1.148063200815494,0.0,0.0,0.0
convection,0.0,0.0,0.0,3.4824858757062143,0.0
infra,0.0,0.0,0.0,0.0,1.2239617026782244
flat,0.0,0.0,0.0,0.5751412429378531,0.0
relate,0.0,1.1748216106014269,0.0,0.0,0.0
ra,0.0,0.0,1.257597007947639,0.0,0.0
hold,0.0,0.0,0.0,0.2327683615819205,0.0
ice,0.0,0.0,0.0,2.3333333333333335,0.0
portion,0.0,0.0,0.0,0.872316384180791,0.0
across,0.0,0.0,0.0,0.0,0.0
solidify,0.0,0.0,0.0,3.1785310734463277,0.0
maximum,0.0,0.0,0.0,0.420338983050847,0.0
drop,0.0,0.393571610601427,0.0,0.3518361581920903,0.0
much,0.0,0.0,0.0,0.0,0.0
hen,0.0,0.0,0.0,0.0,0.0
cuboid,0.0,5.0,0.0,0.0,0.0
equilibrium,0.0,2.535677879714577,0.0,0.0,0.0
submerge,0.0,0.0,0.0,2.6621468926553677,0.0
ethanol,0.0,0.0,0.0,2.9129943502824855,0.0
one,0.0,0.0,0.0,0.0,0.0
slow,0.0,0.0940366972477064,0.0,0.0,0.0
fall,0.0,0.0693534294451725,0.06753823549054958,0.29846650524616597,0.0
size,0.0,0.0,0.0,0.0,0.0
air,0.0,0.04464513251783892,0.0,1.2428813559322036,0.14643711993789613
nitrogen,0.0,0.0,2.5841514726507713,0.0,0.0
apart,0.0,0.0,0.0,0.6610169491525419,0.0
could,0.0,0.0,0.0,0.0,0.0
beginning,0.0,0.0,0.1858345021037865,0.0,0.0
quite,0.0,0.0,0.0,0.6350282485875705,0.0
raise,0.0,0.0,0.0,0.34350282485875694,0.0
carbon,0.0,0.0,1.5100514258999533,0.0,0.0
never,0.0,0.0,0.0,0.0,0.0
uncharged,0.0,0.0,0.6825619448340345,0.0,0.0
arrange,0.0,0.0,0.0,0.0,3.092249967654288
normal,0.0,0.0,0.0,0.0,0.7180747832837365
energy,0.0,1.044022473508285,0.0,1.0860662199448168,0.0
equal,0.0,0.0,0.601916783543712,0.0,0.0
compare,0.0,0.3969164118246685,0.0,0.0,0.6062664424030705
boiling,0.0,0.0,0.0,3.3446327683615817,0.0
emit,0.0,0.0,1.1173445535296864,0.0,0.0
check,0.0,0.0,0.0,0.26195856873822965,0.44809591581489616
water,0.0,0.14848152635931752,0.0,1.0590555377891484,0.01074121722403
violet,0.0,0.0,0.0,0.0,2.3677060421788063
closely,0.0,0.0,0.0,0.3683615819209035,0.0
open,0.0,0.0,0.708274894810659,0.0,0.0
point,0.0,0.0812945973496432,0.0,0.1986440677966101,0.0
big,0.0,0.0,0.0,0.0723163841807905,0.0
thin,0.0,0.0,0.0,0.0,0.0
name,0.0,0.0,0.0,0.0,0.0
radiate,0.0,0.0,0.0,0.0,2.4712123172467324
evaporate,0.0,0.0,0.0,4.056497175141243,0.0
sample,0.0,0.0,0.7480130902290789,0.0,0.0
chemical,0.0,3.0733944954128436,0.0,0.0,0.0
rest,0.0,0.0,0.0,0.8406779661016945,0.0
neutron,0.0,0.0,4.624824684431978,0.0,0.0
bridge,0.0,1.18756371049949,0.0,0.0,0.0
hearing,0.0,0.0,0.0,0.0,1.9756760253590369
next,0.0,0.0,0.0,0.0,0.0
loud,0.0,0.0,0.0,0.0,0.6546771898046315
sphere,0.0,3.5206422018348613,0.0,0.0,0.0
measured,0.0,0.0,0.3179055633473585,0.0,0.0
immediately,0.0,0.0,0.0,0.133333333333333,0.0
washer,0.0,0.0,0.0,1.472316384180791,0.0
tong,0.0,0.0,0.0,0.0,0.0
rain,0.0,0.0,0.0,2.1898305084745764,0.0
mirror,0.0,0.0,0.0,0.0,1.2239617026782244
healthy,0.0,0.0,0.0,0.0,0.19666192262905902
note,0.0,0.0,0.0,0.0,1.0622331478845901
shine,0.0,0.0,0.0,0.392090395480226,0.0
mixture,0.0,0.0,0.0,4.2677966101694915,0.0
lithium,0.0,0.0,1.406030855539972,0.0,0.0
push,0.0,0.9223156642881409,0.0,0.20461393596986818,0.0
pressure,0.0,0.16414141414141412,0.0,1.049820236260914,0.0
involve,0.0,0.0,0.0,1.743502824858757,0.0
climb,0.0,1.6297145769622834,0.0,0.0,0.0
nuclear,0.0,2.5089194699286437,0.0,0.0,0.0
outside,0.0,0.0,0.0,1.1853107344632765,0.0
completely,0.0,0.0,0.0,0.4734463276836155,0.0
stair,0.0,2.0412844036697244,0.0,0.0,0.0
incidence,0.0,0.0,0.0,0.0,1.10492948635011
glass,0.0,0.15329454071808812,0.0,0.46382611424984305,0.23443452509308366
true,0.0,0.0,0.0,0.0,0.0
polonium,0.0,0.0,2.05820476858345,0.0,0.0
refract,0.0,0.0,0.0,0.0,2.8076077112174924
present,0.0,0.0,0.9899485741000464,0.0,0.0
thermionic,0.0,0.0,2.002103786816269,0.0,0.0
plane,0.0,0.0,0.0,0.0,2.0934144132488024
masse,0.0,1.1888379204892965,0.0,0.0,0.0
go,0.0,0.0,0.0,0.0,0.0
scientist,0.0,0.0,0.0,0.0,1.008054082028723
count,0.0,0.0,0.6112669471715755,0.0,0.0
carefully,0.0,0.0,0.0,0.0,0.0
short,0.0,0.0,0.0,0.0,0.0
new,0.0,0.0,0.0,0.0,0.0
undergo,0.0,0.0,0.0,0.0,0.15914089791693597
salt,0.0,0.0,0.0,0.8248587570621466,0.0
stay,0.0,0.0,0.0,0.55819209039548,0.0
another,0.0,0.0,0.0,0.0,0.0
hour,0.0,0.04150283966797724,0.0,0.0,0.0
satellite,0.0,0.0,0.0,0.0,1.588821322292664
converging,0.0,0.0,0.0,0.0,0.0
opposite,0.0,0.0,0.0,0.0,1.040238064432656
transverse,0.0,0.0,0.0,0.0,1.979557510674084
hear,0.0,0.0,0.0,0.0,0.0478716522189155
candle,0.0,0.0,0.0,0.0,0.8785095096390215
runner,0.0,1.131498470948012,0.0,0.0,0.0
bottle,0.0,0.0,0.0,2.5807909604519774,0.0
pitch,0.0,0.0,0.0,0.0,0.0
highly,0.0,0.0,0.0,0.0,0.0
