words,density,energy,forces,mass and weight,moments,momentum,motion
cell,0.0,2.8520677213433245,0.0,0.0,0.0,0.0,0.0
cathode,0.0,3.180405217873994,0.0,0.0,0.0,0.0,0.0
heating,0.0,4.043019705800721,0.0,0.0,0.0,0.0,0.0
band,0.0,0.0,1.762934574322475,0.0,0.0,0.0,0.0
stretch,0.0,0.0,5.386531617848344,0.0,0.0,0.0,0.0
allow,0.0,0.0,0.0,0.0,0.6524308353478377,0.0,0.0
state,0.0,0.0,0.0,0.0,0.0,0.0,0.0
underground,0.0,2.1798501248959194,0.0,0.0,0.0,0.0,0.0
miss,0.0,0.0,0.3774979468929641,0.0,0.0,0.0,0.0
tilt,0.0,0.0,0.0,0.0,5.172441579371474,0.0,0.0
cause,0.0,0.006864649828846319,0.0,0.0,0.16721282120153966,0.17983110277050715,0.0
farmer,0.0,1.5251179572578404,0.0,0.0,0.0,0.0,0.0
calculation,0.0,1.0381163844944026,0.0,0.0,0.0,0.0,3.5470249520153554
touch,0.0,0.0,0.0,0.0,2.1359118990061776,0.0,0.0
momentum,0.0,1.545517624202054,0.0,0.0,0.0,3.5,0.0
neither,0.0,0.0,0.0,0.0,0.0,0.0,0.0
much,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turbine,0.0,5.204829308909242,0.0,0.0,0.0,0.0,0.0
come,0.0,0.0,0.0,0.0,0.0658071447757185,0.0,0.0
hydroelectric,0.0,5.807105190119344,0.0,0.0,0.0,0.0,0.0
efficient,0.0,5.486538995281709,0.0,0.0,0.0,0.0,0.0
light,0.0,2.5848077990563416,0.0,0.0,0.0,0.0,0.2953854766474727
fall,0.0,0.2275772368342286,0.0,0.0,0.11211177997924925,0.0,1.1411877610929209
enable,0.0,0.0,0.0,0.0,1.0115498254096158,0.0,0.0
twice,0.0,0.010361735590711399,0.0,0.0,0.25988599397140894,0.0,0.0
experience,0.0,0.0,0.0,2.2851239669421486,0.0,0.0,0.8060354020046917
electrically,0.0,6.0810435747987786,0.0,0.0,0.0,0.0,0.0
lamp,0.0,2.8015542603386057,0.0,0.0,0.0,0.0,0.0
keep,0.0,0.0,0.0,0.0,0.0,0.0,0.0
post,0.0,0.0,0.0,2.334902940611186,0.0,0.0,0.0
friction,0.0,5.197058007216209,0.0,0.0,0.0,0.0,0.0
action,0.0,1.3351528047614643,0.0,0.0,0.708210224729161,0.0,0.0
get,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hour,0.0,0.0,0.0,0.0,0.0,0.0,2.8867562380038376
climb,0.0,4.890091590341381,0.0,0.0,0.0,0.0,0.0
aluminium,0.0,0.0,0.0,2.887853161637517,0.0,0.0,0.0
seat,0.0,0.312794893144601,0.0,0.0,0.0,0.0,0.0
begin,0.0,0.0,0.0,0.0,0.0,0.0,2.4049904030710163
driver,0.0,0.0,0.0,0.0,0.0,0.0,2.5834932821497114
space,0.0,0.0,0.0,0.0,0.0,0.0,2.998080614203455
orbit,0.0,0.0,0.0,5.279261964251394,0.0,0.0,0.0
hay,0.0,1.3308354149320005,0.0,0.0,0.0,0.0,0.0
approach,0.0,2.8015542603386057,0.0,0.0,0.0,0.0,0.0
power,0.0,4.700373897993767,0.0,0.0,0.0,0.06885254195027996,0.0
skier,0.0,4.474326949764086,0.0,0.0,0.0,0.0,0.0
convert,0.0,2.65195670274771,0.0,0.0,0.0,0.0,0.0
release,0.0,0.0,0.0,0.0,0.0,0.0,0.25271912987843875
splitting,0.0,2.257563141826256,0.0,0.0,0.0,0.0,0.0
main,0.0,0.16762266012890484,0.0,0.0,0.0,0.0,0.7521859671571761
barometer,0.0,0.0,0.0,4.930136459734768,0.0,0.0,0.0
A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
act,0.0,0.02694051253584964,0.07952367916780728,0.0,0.6445966514459661,0.0,0.0
rotate,0.0,0.0,0.0,0.0,5.580445876980929,0.0,0.0
deduce,0.0,0.0,2.3454694771420748,0.0,0.0,0.0,0.0
acceleration,0.0,0.0,0.0,0.10116832363613067,0.0,0.16851112737329338,4.521316814982842
common,0.0,0.0,0.0,1.7940611185854314,0.0,0.0,0.0
Mass,0.0,0.0,0.0,0.0,0.0,0.0,0.0
car,0.0,0.3659843212417324,0.0,0.014849923302593928,0.0,0.0,2.9184442110600073
initially,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mark,0.0,0.0,0.0,0.0,0.9043781896320171,0.0,0.0
involve,0.0,0.8499861226755481,0.0,0.0,0.0,0.0,1.535508637236084
less,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flow,0.0,3.6525117957257835,0.0,0.0,0.0,0.0,0.0
pipe,0.0,2.1040799333888427,0.0,0.0,0.0,0.0,0.0
lie,0.0,0.0,0.0,0.0,0.7389202256244963,0.0,0.0
description,0.0,0.0,0.0,0.0,0.0,0.0,4.168905950095969
energy,0.0,5.472181221036342,0.0,0.013927716527178365,0.0004201971365549096,0.02799876387460958,0.0
free,0.0,0.0,1.381604160963591,0.0,0.0,0.0,0.0
traffic,0.0,0.0,0.0,0.0,0.0,0.0,6.871401151631477
matchstick,0.0,0.9131279489314457,0.0,0.0,0.0,0.0,0.0
decelerate,0.0,0.0,0.0,0.0,0.0,0.0,5.619961612284068
push,0.0,1.4354241835507444,0.0,0.0,0.5435356791118272,0.0,0.0
develop,0.0,4.773522064945879,0.0,0.0,0.0,0.0,0.0
tip,0.0,0.0,0.0,0.0,1.7730325006715013,0.0,0.0
way,0.0,0.66163999136522,0.0,0.0,0.2835974572477391,0.0,0.0
graph,0.0,0.08203040675979895,0.3506543035697155,0.0,0.0,0.0,5.501353413061665
destroy,0.0,1.699972245351096,0.0,0.0,0.0,0.0,0.0
uniform,0.0,0.0,0.0,0.0,1.0827190338337258,0.0,0.09785313144238285
many,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reliably,0.0,1.0394116014432415,0.0,0.0,0.0,0.0,0.0
regain,0.0,1.701915070774354,0.0,0.0,0.0,0.0,0.0
strain,0.0,0.9714127116291975,0.0,0.0,0.0,0.0,0.0
lifter,0.0,4.670552317513183,0.0,0.0,0.0,0.0,0.0
moment,0.0,0.0,0.0,0.0,0.0,2.5097535680774357,0.0
store,0.0,0.4330341998951491,0.0,0.05516048433595992,0.0,0.0,0.28609511622947326
next,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,0.0,0.0,0.0,0.0,2.470588235294117,0.0,0.0
coal,0.0,3.7049680821537603,0.0,0.0,0.0,0.0,0.0
word,0.0,1.4066056064390784,0.0,0.0,0.0,0.0,0.0
street,0.0,1.5251179572578404,0.0,0.0,0.0,0.0,0.0
foot,0.0,0.0,0.0,2.0402652315971554,0.0,0.0,0.0
side,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brake,0.0,1.2593826132543868,0.0,0.0,0.0,0.0,1.1751972702068667
eventually,0.0,0.0,0.0,0.0,0.0,0.0,0.0
route,0.0,1.0343926357664908,0.0,0.0,0.0,0.0,2.9432181701855398
motion,0.0,0.0,0.0,0.0,0.0,0.0,6.182341650671784
thermal,0.0,4.643352761587565,0.0,0.0,0.0,0.0,0.0
may,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minor,0.0,0.0,0.0,0.0,0.0,0.0,0.4357005758157388
reactor,0.0,4.6822092700527325,0.0,0.0,0.0,0.0,0.0
fast,0.0,1.1346100471829024,0.0,0.0,0.0,0.0,0.0
pass,0.0,0.0,0.0,0.0,0.0,0.0,1.2284069097888672
back,0.0,0.0,0.0,0.0,0.0,0.0,0.0
put,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable,0.0,0.0,0.0,0.0,3.8074133763094276,0.0,0.0
force,0.0,0.08494801785549072,0.11425540651519296,0.24308241639438774,0.35812013161428924,0.0,0.0
row,0.0,1.0416782311037098,0.0,0.0,0.0,0.0,1.6348368522072934
vary,0.0,2.752983624757146,0.0,0.0,0.0,0.0,0.0
travel,0.0,0.22022866249451614,0.0,0.036303497361943785,0.0,0.0,4.186304253606586
stair,0.0,2.8909242298084927,0.0,0.0,0.0,0.0,1.1177223288547664
downward,0.0,0.0,0.0,0.0,2.771420897125973,0.0,0.0
clockwise,0.0,0.0,0.44403382303738165,0.0,1.8935744769749603,0.0,0.0
road,0.0,0.30197983162179654,0.0,0.0,0.0,0.0,3.409341010876519
also,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bounce,0.0,2.851290591174021,0.0,0.16803767057466848,0.0,0.0,0.0
end,0.0,0.0,0.0,0.0,1.297340854149879,0.0,0.0
represent,0.0,0.0,0.0,0.0,0.0,0.0,0.0
upward,0.0,0.0,0.0,0.0,2.2712865968305125,0.0,0.0
cyclist,0.0,2.533444351928948,0.0,0.0,0.0,0.0,0.0
later,0.0,0.0,0.0,0.0,0.0,0.0,0.9654510556621875
elevator,0.0,4.618096031085206,0.0,0.0,0.0,0.0,0.0
list,0.0,3.0230363585900633,0.0,0.0,0.0,0.0,0.0
basket,0.0,0.0,0.0,0.0,3.303518667741068,0.0,0.0
temperature,0.0,0.5872729515527182,0.0,1.8855467999231212,0.0,0.0,0.0
loss,0.0,1.2997502081598664,0.0,0.0,0.0,0.0,0.0
wooden,0.0,0.0,0.0,0.0,2.8391082460381405,0.0,0.0
renewable,0.0,6.316125451013045,0.0,0.0,0.0,0.0,0.0
provide,0.0,0.0,0.0,0.0,0.0,0.7072941873672773,0.0
process,0.0,3.477657507632528,0.0,0.0,0.0,0.0,0.0
overcome,0.0,1.942825423258395,0.0,0.0,0.0,0.0,0.0
stack,0.0,5.354426866500138,0.0,0.0,0.0,0.0,0.0
pedal,0.0,4.2431307243963365,0.0,0.0,0.0,0.0,0.0
stage,0.0,0.20529188639097037,0.0,0.0,0.0,0.0,1.3723608445297504
arrive,0.0,0.0,0.0,0.0,0.0,0.0,3.652591170825335
away,0.0,0.0,0.0,0.0,0.0,0.0,1.0057581573896346
sample,0.0,0.0,0.0,5.394291754756871,0.0,0.0,0.0
floor,0.0,2.6402997502081593,0.0,0.0,0.0,0.0,0.0
pivot,0.0,0.0,0.12445296103659087,0.0,6.064184797206553,0.0,0.0
bale,0.0,0.3691368304190945,0.0,0.0,0.0,0.0,0.0
runway,0.0,2.9608659450457946,0.0,0.0,0.0,0.0,0.0
generator,0.0,5.5312239800166525,0.0,0.0,0.0,0.0,0.0
successive,0.0,0.0,0.0,0.0,0.0,0.0,3.7408829174664104
railway,0.0,0.6739445523791898,0.0,0.0,0.0,0.0,4.259117082533589
woman,0.0,0.6022758812101023,0.0,0.0,0.0,0.0,0.0
platform,0.0,0.28980479230271067,0.0,0.0,0.6933775032082845,0.0,0.23069950949029638
corridor,0.0,4.4801554260338605,0.0,0.0,0.0,0.0,0.0
reservoir,0.0,2.5664723841243404,0.0,0.0,0.0,0.0,0.0
zero,0.0,0.0,0.0,0.0,0.29445136294451335,0.0,0.09282847670563582
mean,0.0,1.0258118234804328,0.0,0.0,0.0,0.0,0.0
roll,0.0,2.642242575631418,0.0,0.0,0.0,0.0,0.0
unchanged,0.0,0.0,0.0,3.1663463386507784,0.0,0.0,0.0
land,0.0,2.014709963918956,0.0,0.0,0.0,0.0,0.0
model,0.0,2.339161809603108,0.0,0.0,0.0,0.0,0.0
customer,0.0,0.0,0.0,1.555929271574092,0.0,0.0,0.0
rebound,0.0,0.0,0.0,0.0,0.0,2.9930366931700334,0.0
escalator,0.0,3.1697196780460715,0.0,0.0,0.0,0.0,1.2470409468969925
concrete,0.0,0.0,0.0,2.4902940611185853,0.0,0.0,0.0
handle,0.0,0.0,1.0117711470024635,0.0,0.0,0.0,0.0
pin,0.0,0.0,0.0,0.0,2.874832124630674,0.0,0.0
equally,0.0,0.0,0.0,0.0,0.0,0.0,2.228406909788867
example,0.0,2.8401948993123014,0.0,1.1399833429431738,0.0,0.0,0.0
resource,0.0,4.503469331112962,0.0,0.0,0.0,0.0,0.0
rate,0.0,0.0,0.0,0.0,0.0,0.0,3.1266794625719756
dissipate,0.0,4.103247293921731,0.0,0.0,0.0,0.0,0.0
vertically,0.0,1.6091451568137658,0.0,0.0,0.8872213268869189,0.0,0.639795265515035
produce,0.0,2.9181237857341094,0.0,0.0,0.0,0.0,0.0
stationary,0.0,0.4510593024331574,0.0,0.0,0.0,0.0,3.09916826615483
standard,0.0,0.0,0.0,0.0,1.2164920762825668,0.0,0.0
ladder,0.0,5.605051346100471,0.0,0.0,0.0,0.0,0.0
non,0.0,0.44684984734943106,0.0,0.0,0.0,0.0,0.0
cone,0.0,0.0,0.0,0.0,1.632017190437819,0.0,0.0
slowly,0.0,0.5206772134332496,0.0,0.0,0.0,0.0,0.0
tide,0.0,1.5542603386067162,0.0,0.0,0.0,0.0,0.0
box,0.0,2.502359145156813,0.0,0.0,0.0,0.0,0.0
slope,0.0,5.369969469886205,0.0,0.0,0.0,0.0,0.0
hard,0.0,0.26908132112128735,0.0,0.0,0.0,0.0,0.1233205374280229
cycle,0.0,4.752150985290036,0.0,0.0,0.0,0.0,0.0
suspend,0.0,0.0,0.0,0.0,1.9422508729519201,0.0,0.0
lift,0.0,2.817703996669442,0.0,0.08884537766673072,0.22007789417136717,0.0,0.0
sunlight,0.0,3.252289758534554,0.0,0.0,0.0,0.0,0.0
first,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reduce,0.0,5.323341659728005,0.0,0.0,0.0,0.0,0.0
load,0.0,0.016309508158405994,1.6779647585978361,0.0,0.23888488344148037,0.0,0.0
little,0.0,0.5711906744379682,0.0,0.0,0.0,0.0,0.0
upwards,0.0,1.7200481080580998,0.0,0.0,0.7608559405497357,0.0,0.0
fission,0.0,3.201776297529836,0.0,0.0,0.0,0.0,0.0
machine,0.0,5.643907854565639,0.0,0.0,0.0,0.0,0.0
iron,0.0,0.0,0.0,3.071497213146262,0.0,0.0,0.0
extension,0.0,0.0986909057267092,2.693653618030842,0.0,0.0,0.0,0.0
towards,0.0,0.0,0.0,0.0,0.0,0.0,0.0
field,0.0,0.0,0.0,3.0008648856428985,0.0,0.0,0.0
lost,0.0,1.1326672217596443,0.0,0.0,0.0,0.0,0.0
grind,0.0,0.0,0.0,0.0,1.443996776792908,0.0,0.0
atom,0.0,2.587843463780183,0.0,0.0,0.0,0.0,0.0
rod,0.0,0.0,0.0,0.0,1.1582057480526458,0.0,0.0
turn,0.0,0.0,0.1836390181585911,0.0,2.651087832393231,0.0,0.0
bar,0.0,0.0,0.0,0.0,1.9027665860864886,0.0,0.0
axis,0.0,0.0,3.228852997536271,0.0,0.0,0.0,0.0
wall,0.0,0.15089277453973532,0.0,0.0,0.0,1.6258715357436282,0.6116442738323733
worker,0.0,2.2847626977518734,0.0,0.0,0.0,0.0,0.0
column,0.0,2.9628087704690524,0.0,0.0,0.0,0.0,0.0
man,0.0,0.13146452030715128,0.0,0.0,0.08642671680544355,0.0,0.02985711239070158
tidal,0.0,1.7135720233139045,0.0,0.0,0.0,0.0,0.0
whole,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baby,0.0,0.0,0.0,0.0,0.4982540961590115,0.0,0.0
internal,0.0,0.55481543158479,0.0,0.2073803574860657,0.0,0.0,0.0
original,0.0,0.088333795910815,0.5035860936216806,0.0,0.0,0.0,0.0
decker,0.0,0.0,0.0,0.0,1.370668815471394,0.0,0.0
freely,0.0,0.0,0.0,0.0,0.4542573193661025,0.0,0.0
molecule,0.0,0.0,0.0,0.0,0.0,6.880043458936243,0.0
estimate,0.0,0.0,0.0,0.0,0.6167069567553048,0.0,0.0
stopping,0.0,0.0,0.0,0.0,0.0,0.0,2.4452975047984644
always,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shop,0.0,1.5484318623369406,0.0,0.0,0.0,0.0,0.0
boil,0.0,1.049125728559533,0.0,0.0,0.0,0.0,0.0
ground,0.0,1.2194965733683467,0.0,0.3058146927068702,0.46383189735325103,0.0,0.0
slightly,0.0,0.0,0.0,0.5378147222756103,0.0,0.0,0.0
balcony,0.0,0.0,0.0,0.0,0.0,0.0,1.7351247600767745
part,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modern,0.0,2.2614487926727724,0.0,0.0,0.0,0.0,0.0
carry,0.0,0.1512165787769448,0.6061684460260972,0.2917227240694471,0.0,0.0,0.0
factory,0.0,4.0935331668054395,0.0,0.0,0.0,0.0,0.0
section,0.0,0.0,0.0,0.0,0.0,0.0,2.7389635316698646
hand,0.0,0.0,0.0,0.44683355756294457,2.4544498164562625,0.0,0.0
efficiency,0.0,6.205384401887317,0.0,0.0,0.0,0.0,0.0
equilibrium,0.0,0.0,0.36701673178541505,0.0,4.287150310518561,0.0,0.0
go,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aeroplane,0.0,1.0957535387177348,0.0,0.0,0.0,0.0,2.602473875026658
result,0.0,0.0784993986492737,1.2039419655078016,0.0,0.389470856835885,0.0,0.0
least,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proportional,0.0,0.0,7.0,0.0,0.0,0.0,0.0
would,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relate,0.0,0.0,0.0,0.0,2.286328229922105,0.0,0.0
interval,0.0,0.0,0.0,0.0,0.0,0.0,5.138195777351247
cup,0.0,0.0,0.0,1.9050547760907164,0.0,0.0,0.0
bottom,0.0,0.0,0.0,0.0,0.0,0.0,0.0
position,0.0,0.39512212045517614,0.0,0.0,2.1572992210582864,0.0,0.0
drop,0.0,0.2576186511240632,0.0,0.0,0.0,0.0,0.5718490083173383
direction,0.0,1.0071121287815707,0.0,0.0,0.9960381412839107,0.0,0.5673384516954574
equal,0.0,0.12916191239810426,1.1182285488335306,0.0,0.7227295788939622,0.0,0.0
race,0.0,0.0,0.0,0.0,0.0,0.0,4.967370441458732
accelerate,0.0,0.0,0.0,0.0,0.0,0.6262037631487976,4.628461749383053
three,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stay,0.0,0.0,0.0,0.6195464155295022,0.0,0.0,0.0
dish,0.0,0.0,0.0,1.3359600230636168,0.0,0.0,0.0
unstretched,0.0,0.0,1.6824527785381875,0.0,0.0,0.0,0.0
anticlockwise,0.0,0.0,2.470024637284423,0.0,0.0,0.0,0.0
potential,0.0,2.3280381816895512,0.0,0.09587794372025187,0.0,0.0,0.0
effect,0.0,0.0,0.2159665825146251,0.24967967198411165,0.6934123218034038,0.0,0.0
train,0.0,0.22612329231812991,0.0,0.0,0.0,0.0,5.300303902751119
apply,0.0,0.10455279037016472,0.6280986708032968,0.0,0.7683767570955322,0.0,0.0
planet,0.0,0.0,0.0,5.680857197770517,0.0,0.0,0.0
weak,0.0,0.0,0.0,1.9111089755910056,0.0,0.0,0.0
record,0.0,0.0,0.0,0.42581203152027614,0.0,0.0,0.0
passenger,0.0,0.0,0.0,0.0,0.0,0.0,2.9187460012795903
speedometer,0.0,0.0,0.0,0.0,0.0,0.0,6.67754318618042
take,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time,0.0,0.19497996683675273,0.0,0.0,0.0,0.0,2.9646359318864115
left,0.0,0.0,0.00552513915503235,0.07904093792043049,0.8365654937774192,0.0,0.0
hit,0.0,0.0,0.0,0.04208042368718898,0.0,0.7183564620475086,0.0
reach,0.0,0.9255944120640207,0.0,0.0,0.0,0.0,1.1361164427383235
distant,0.0,0.0,0.0,3.5901403036709594,0.0,0.0,0.0
strike,0.0,0.0,0.0,0.0,0.0,2.7088745123215956,0.0
people,0.0,1.5503746877601996,0.0,0.0,0.0,0.0,0.0
newton,0.0,0.0,0.0,2.1721122429367674,0.0,1.1630368577872154,0.0
right,0.0,0.0,0.023074641846883844,0.06726888333653659,0.5517876861551315,0.0,0.0
heavy,0.0,0.08660291507918477,0.0,0.0,1.4603203672502627,0.0,0.26347932298028254
engine,0.0,4.336386344712738,0.0,0.0,0.0,0.0,0.0
tennis,0.0,0.0,0.0,0.0,0.0,0.0,2.8349328214971203
sea,0.0,1.0607826810990835,0.0,0.0,0.0,0.0,0.0
steam,0.0,0.45850679988898124,0.0,0.0,0.0,0.0,0.0
hold,0.0,0.0,0.0,0.0,0.0,0.0,0.0
empty,0.0,0.0,0.0,0.0,0.0,0.0,0.0
impulse,0.0,0.0,0.0,0.0,0.0,6.102227270482493,0.0
show,0.0,0.0,0.0,0.0,0.0,0.0,0.0
set,0.0,1.5290036081043576,0.0,0.0,0.0,0.0,0.0
ray,0.0,0.5809048015542597,0.0,0.0,0.0,0.0,0.0
beach,0.0,2.2012212045517616,0.0,0.0,0.0,0.0,0.0
bus,0.0,0.0,0.0,0.0,1.4515175933387052,0.0,0.0
tie,0.0,0.0,0.0,0.0,2.182917002417405,0.0,0.0
four,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bag,0.0,0.0,0.0,0.0,3.986032769272092,0.0,0.0
mountain,0.0,0.0,0.0,2.6981549106284834,0.0,0.0,0.0
vertical,0.0,1.3751965954297343,2.174711804605043,0.0,0.0,0.0,0.0
notice,0.0,0.0,0.0,2.1492408226023447,0.0,0.0,0.0
account,0.0,0.6100471829031356,0.0,0.0,0.0,0.0,0.0
sunset,0.0,0.38079378295864497,0.0,0.0,0.0,0.0,0.0
originate,0.0,1.4804329725228973,0.0,0.0,0.0,0.0,0.0
percentage,0.0,0.46239245073549784,0.0,0.0,0.0,0.0,0.0
try,0.0,1.3055786844296413,0.0,0.0,0.0,0.0,0.0
container,0.0,0.0,0.0,0.0,0.0,3.6692182329991603,0.0
battery,0.0,4.239245073549819,0.0,0.0,0.0,0.0,0.0
another,0.0,0.0,0.0,0.0,0.0,0.0,0.0
card,0.0,0.0,0.0,0.0,1.804995970991136,0.0,0.0
amount,0.0,0.0,0.0,0.0,0.0,0.0,0.0
far,0.0,0.0,0.0,0.0,0.0,0.0,2.460652591170825
minute,0.0,0.0,0.0,0.0,0.0,0.0,1.1812448587880449
past,0.0,0.0,0.0,0.0,0.0,0.0,2.9500959692898268
raise,0.0,2.1137940605051337,0.0,0.0,0.0,0.0,0.0
input,0.0,3.252289758534554,0.0,0.0,0.0,0.0,0.0
kinetic,0.0,3.5004019638806736,0.0,0.0,0.04082420245692353,0.18680701132963562,0.0
upper,0.0,0.0,0.0,0.0,0.48133225893096954,0.0,0.0
electricity,0.0,7.0,0.0,0.0,0.0,0.0,0.0
gas,0.0,0.6374895920066611,0.0,0.0,0.0,4.2740999555533605,0.0
one,0.0,0.0,0.0,0.0,0.0,0.0,0.0
switch,0.0,3.912850402442409,0.0,0.0,0.0,0.0,0.0
player,0.0,0.0,0.0,0.0,0.0,0.0,0.5873320537428022
useful,0.0,2.8792672772689425,0.0,0.0,0.0,0.0,0.0
panel,0.0,3.0424646128226476,0.0,0.0,0.0,0.0,0.0
instead,0.0,1.575631418262559,0.0,0.0,0.0,0.0,0.0
depend,0.0,0.02817096863724663,0.0,0.0,0.0,0.0,1.3828108338664962
law,0.0,0.0,3.5220366821790305,0.0,0.0,0.0,0.0
buy,0.0,0.0,0.0,0.8496059965404571,0.0,0.0,0.0
balancing,0.0,0.0,0.0,0.0,7.0,0.0,0.0
half,0.0,0.0,0.0,0.0,0.0,0.0,1.1593090211132435
velocity,0.0,0.0,0.0,0.14489717470689986,0.0,2.059518988592029,1.7356365962891869
new,0.0,0.0,0.0,0.7143955410340189,0.0,0.0,0.0
